#stokes,freq,ind,real,imag,etax,etay
11,1042.83200000,29,0.29100380,0.25331040,0.92000000,0.97000000
11,1042.83200000,30,0.61580940,0.42864010,0.92000000,0.97000000
11,1042.83200000,31,0.44241530,0.04909510,0.92000000,0.97000000
11,1042.83200000,32,-3.16189430,2.67300370,0.92000000,0.97000000
11,1042.83200000,33,6.62615220,-9.27997060,0.92000000,0.97000000
11,1042.83200000,34,1.73804110,0.74164960,0.92000000,0.97000000
11,1042.83200000,35,-20.65089770,30.63869630,0.92000000,0.97000000
11,1042.83200000,36,7.22681200,10.53079290,0.92000000,0.97000000
11,1042.83200000,37,-3.82609710,-8.47810010,0.92000000,0.97000000
11,1042.83200000,38,4.07925900,7.99976840,0.92000000,0.97000000
11,1042.83200000,39,-4.47472250,-7.05354690,0.92000000,0.97000000
11,1042.83200000,40,0.14285110,-0.03321740,0.92000000,0.97000000
11,1042.83200000,41,-0.12777360,-0.01351920,0.92000000,0.97000000
11,1042.83200000,42,-0.13374870,-0.20435000,0.92000000,0.97000000
11,1042.83200000,43,0.28031240,-0.21618730,0.92000000,0.97000000
11,1042.83200000,44,-0.06044340,-0.03607790,0.92000000,0.97000000
11,1042.83200000,45,-0.06781880,0.00479480,0.92000000,0.97000000
11,1042.83200000,46,-0.02937790,0.49345740,0.92000000,0.97000000
11,1042.83200000,47,0.08156310,-0.11470550,0.92000000,0.97000000
11,1042.83200000,48,-0.41250100,-0.10918750,0.92000000,0.97000000
11,1042.83200000,49,-0.31918810,0.24628730,0.92000000,0.97000000
11,1042.83200000,50,-0.28137840,0.45816630,0.92000000,0.97000000
11,1042.83200000,51,-0.10115530,-1.60763900,0.92000000,0.97000000
11,1042.83200000,52,-1.10535280,-1.47661020,0.92000000,0.97000000
11,1042.83200000,53,-4.12714790,6.24234290,0.92000000,0.97000000
11,1042.83200000,54,9.81715950,-12.22774840,0.92000000,0.97000000
11,1042.83200000,55,0.37649970,-2.13343820,0.92000000,0.97000000
11,1042.83200000,56,1.01842070,1.10227390,0.92000000,0.97000000
11,1042.83200000,57,-2.17657190,-1.66240630,0.92000000,0.97000000
11,1042.83200000,58,1.00358820,-0.79783760,0.92000000,0.97000000
11,1042.83200000,59,-0.81961880,-1.08168260,0.92000000,0.97000000
11,1042.83200000,60,-0.06441920,-0.06097140,0.92000000,0.97000000
11,1042.83200000,61,0.24180850,0.07632500,0.92000000,0.97000000
11,1042.83200000,62,0.24376340,0.08651860,0.92000000,0.97000000
11,1042.83200000,63,-0.07955920,0.15343210,0.92000000,0.97000000
11,1042.83200000,64,0.06203630,0.09905900,0.92000000,0.97000000
11,1042.83200000,65,0.11772460,0.00936690,0.92000000,0.97000000
12,1042.83200000,0,228.46652510,-0.67892940,0.92000000,0.97000000
12,1042.83200000,1,22.24989860,7.99161090,0.92000000,0.97000000
12,1042.83200000,2,11.48517270,-2.98786380,0.92000000,0.97000000
12,1042.83200000,3,-11.47347760,7.07421010,0.92000000,0.97000000
12,1042.83200000,4,-271.00460320,35.64797200,0.92000000,0.97000000
12,1042.83200000,5,8.64200340,-1.73039810,0.92000000,0.97000000
12,1042.83200000,6,8.27208060,1.42359910,0.92000000,0.97000000
12,1042.83200000,7,11.27334630,8.19684300,0.92000000,0.97000000
12,1042.83200000,8,13.35237020,-3.45726110,0.92000000,0.97000000
12,1042.83200000,9,-28.06420960,8.07248880,0.92000000,0.97000000
12,1042.83200000,10,21.63885970,-12.63655980,0.92000000,0.97000000
12,1042.83200000,11,-1.02104730,-1.73616040,0.92000000,0.97000000
12,1042.83200000,12,25.37343310,-56.69589690,0.92000000,0.97000000
12,1042.83200000,13,-16.12859950,-7.39629730,0.92000000,0.97000000
12,1042.83200000,14,-3.18092280,2.32526680,0.92000000,0.97000000
12,1042.83200000,15,5.17474100,-1.61191180,0.92000000,0.97000000
12,1042.83200000,16,-6.47107250,-2.69098040,0.92000000,0.97000000
12,1042.83200000,17,-25.03011100,-16.36478040,0.92000000,0.97000000
12,1042.83200000,18,7.45398540,-2.65843330,0.92000000,0.97000000
12,1042.83200000,19,-15.81400520,3.55998990,0.92000000,0.97000000
12,1042.83200000,20,0.09884380,-0.14374770,0.92000000,0.97000000
12,1042.83200000,21,5.02939970,-5.52524040,0.92000000,0.97000000
12,1042.83200000,22,-0.06510500,1.14089750,0.92000000,0.97000000
12,1042.83200000,23,1.57691010,-1.16056000,0.92000000,0.97000000
12,1042.83200000,24,13.86590360,39.82576030,0.92000000,0.97000000
12,1042.83200000,25,11.14167560,14.89816430,0.92000000,0.97000000
12,1042.83200000,26,7.93857520,-0.84186600,0.92000000,0.97000000
12,1042.83200000,27,5.40056370,1.92559810,0.92000000,0.97000000
12,1042.83200000,28,4.70126500,4.29695840,0.92000000,0.97000000
12,1042.83200000,29,-2.73045000,-0.16449990,0.92000000,0.97000000
12,1042.83200000,30,-4.50121520,-0.04117650,0.92000000,0.97000000
12,1042.83200000,31,-7.76245190,3.43904320,0.92000000,0.97000000
12,1042.83200000,32,3.23231000,-1.12881360,0.92000000,0.97000000
12,1042.83200000,33,-3.57161690,0.95701940,0.92000000,0.97000000
12,1042.83200000,34,-0.25154580,0.57842590,0.92000000,0.97000000
12,1042.83200000,35,15.29656330,-4.36605150,0.92000000,0.97000000
12,1042.83200000,36,-0.33404150,0.69925740,0.92000000,0.97000000
12,1042.83200000,37,0.63267280,-0.20950830,0.92000000,0.97000000
12,1042.83200000,38,-0.31339590,0.15680830,0.92000000,0.97000000
12,1042.83200000,39,0.25383230,-0.35901990,0.92000000,0.97000000
12,1042.83200000,40,18.33109260,-12.74747700,0.92000000,0.97000000
12,1042.83200000,41,-3.29101200,-8.96088570,0.92000000,0.97000000
12,1042.83200000,42,2.50668880,-1.67405600,0.92000000,0.97000000
12,1042.83200000,43,-1.63401140,-2.38504080,0.92000000,0.97000000
12,1042.83200000,44,2.10691280,3.54678910,0.92000000,0.97000000
12,1042.83200000,45,-1.93669810,0.13237790,0.92000000,0.97000000
12,1042.83200000,46,-0.30378110,-4.54782480,0.92000000,0.97000000
12,1042.83200000,47,0.13669410,1.60090000,0.92000000,0.97000000
12,1042.83200000,48,2.20584140,3.00661260,0.92000000,0.97000000
12,1042.83200000,49,8.39107750,7.39924990,0.92000000,0.97000000
12,1042.83200000,50,0.25615130,1.38642760,0.92000000,0.97000000
12,1042.83200000,51,-1.25845180,1.09078060,0.92000000,0.97000000
12,1042.83200000,52,0.16328130,-0.42969200,0.92000000,0.97000000
12,1042.83200000,53,3.05961570,-0.83325900,0.92000000,0.97000000
12,1042.83200000,54,-5.99613650,1.56526690,0.92000000,0.97000000
12,1042.83200000,55,0.01396410,0.17832200,0.92000000,0.97000000
12,1042.83200000,56,-0.20242590,0.00790050,0.92000000,0.97000000
12,1042.83200000,57,-0.37383830,-0.41292270,0.92000000,0.97000000
12,1042.83200000,58,0.30081800,-0.39861930,0.92000000,0.97000000
12,1042.83200000,59,0.18993320,-0.36064240,0.92000000,0.97000000
12,1042.83200000,60,-5.46159890,-3.06228250,0.92000000,0.97000000
12,1042.83200000,61,-3.18544490,1.16979560,0.92000000,0.97000000
12,1042.83200000,62,-6.25333170,1.29780570,0.92000000,0.97000000
12,1042.83200000,63,-5.45213560,1.34965750,0.92000000,0.97000000
12,1042.83200000,64,1.78104030,-2.45285450,0.92000000,0.97000000
12,1042.83200000,65,-2.14163430,-2.06433600,0.92000000,0.97000000
9,1096.33200000,0,206.41042900,-0.58149570,0.93000000,0.97000000
9,1096.33200000,1,20.67471490,5.37388080,0.93000000,0.97000000
9,1096.33200000,2,-1.23994070,1.51903420,0.93000000,0.97000000
9,1096.33200000,3,-32.25904400,-77.86020580,0.93000000,0.97000000
9,1096.33200000,4,-239.35471850,34.48967740,0.93000000,0.97000000
9,1096.33200000,5,-19.89462810,9.92350410,0.93000000,0.97000000
9,1096.33200000,6,5.89512270,1.09870670,0.93000000,0.97000000
9,1096.33200000,7,11.55219520,10.79375700,0.93000000,0.97000000
9,1096.33200000,8,-0.91536740,1.61253820,0.93000000,0.97000000
9,1096.33200000,9,2.70875230,-2.95550510,0.93000000,0.97000000
9,1096.33200000,10,55.53770710,140.30906470,0.93000000,0.97000000
9,1096.33200000,11,-4.74763920,-9.07655710,0.93000000,0.97000000
9,1096.33200000,12,12.02733280,-56.92429410,0.93000000,0.97000000
9,1096.33200000,13,22.91099220,-11.29014130,0.93000000,0.97000000
9,1096.33200000,14,-2.22756090,-0.47765560,0.93000000,0.97000000
9,1096.33200000,15,2.94041710,-0.14345220,0.93000000,0.97000000
9,1096.33200000,16,-4.34242400,-3.71597100,0.93000000,0.97000000
9,1096.33200000,17,-26.40252180,-14.66749930,0.93000000,0.97000000
9,1096.33200000,18,-1.31227460,1.17752280,0.93000000,0.97000000
9,1096.33200000,19,1.20860910,-1.59414380,0.93000000,0.97000000
9,1096.33200000,20,-0.18525840,0.37521830,0.93000000,0.97000000
9,1096.33200000,21,9.22708530,30.36843230,0.93000000,0.97000000
9,1096.33200000,22,3.49622340,5.57609650,0.93000000,0.97000000
9,1096.33200000,23,3.68399870,10.03890090,0.93000000,0.97000000
9,1096.33200000,24,17.36832100,37.66486200,0.93000000,0.97000000
9,1096.33200000,25,-7.09982670,4.51310390,0.93000000,0.97000000
9,1096.33200000,26,5.33584510,2.62876720,0.93000000,0.97000000
9,1096.33200000,27,2.62790880,4.06405710,0.93000000,0.97000000
9,1096.33200000,28,5.04505900,3.37509170,0.93000000,0.97000000
9,1096.33200000,29,-3.43872910,-0.65534960,0.93000000,0.97000000
9,1096.33200000,30,-5.18459540,2.29652270,0.93000000,0.97000000
9,1096.33200000,31,-8.29064320,-0.33305210,0.93000000,0.97000000
9,1096.33200000,32,-1.47194830,1.02441140,0.93000000,0.97000000
9,1096.33200000,33,-0.35307140,-0.65672820,0.93000000,0.97000000
9,1096.33200000,34,-0.31528950,-0.35697540,0.93000000,0.97000000
9,1096.33200000,35,-1.61932210,1.86891590,0.93000000,0.97000000
9,1096.33200000,36,-0.09865240,-2.02899680,0.93000000,0.97000000
9,1096.33200000,37,0.44388930,1.75160870,0.93000000,0.97000000
9,1096.33200000,38,-0.59002840,-1.03981350,0.93000000,0.97000000
9,1096.33200000,39,0.24758680,1.25798260,0.93000000,0.97000000
9,1096.33200000,40,12.79162060,-7.55279390,0.93000000,0.97000000
9,1096.33200000,41,-1.58854130,-2.15057320,0.93000000,0.97000000
9,1096.33200000,42,-0.69771360,-2.71121430,0.93000000,0.97000000
9,1096.33200000,43,-1.17907990,-2.95740330,0.93000000,0.97000000
9,1096.33200000,44,0.68734600,2.66175470,0.93000000,0.97000000
9,1096.33200000,45,-4.82075260,1.45649460,0.93000000,0.97000000
9,1096.33200000,46,-0.42500040,-2.75883070,0.93000000,0.97000000
9,1096.33200000,47,-1.10249270,1.19950840,0.93000000,0.97000000
9,1096.33200000,48,6.91808350,2.02734990,0.93000000,0.97000000
9,1096.33200000,49,5.34862060,8.59712330,0.93000000,0.97000000
9,1096.33200000,50,0.81946140,-1.40878120,0.93000000,0.97000000
9,1096.33200000,51,0.97343270,-0.31628970,0.93000000,0.97000000
9,1096.33200000,52,0.30643880,0.36705480,0.93000000,0.97000000
9,1096.33200000,53,-0.29453890,0.35515490,0.93000000,0.97000000
9,1096.33200000,54,0.85075880,-0.77450830,0.93000000,0.97000000
9,1096.33200000,55,-0.29667750,0.30860900,0.93000000,0.97000000
9,1096.33200000,56,-0.24562150,-0.08198540,0.93000000,0.97000000
9,1096.33200000,57,-0.27043710,0.08279360,0.93000000,0.97000000
9,1096.33200000,58,-0.07315000,0.08470640,0.93000000,0.97000000
9,1096.33200000,59,-0.34892710,-0.02807080,0.93000000,0.97000000
9,1096.33200000,60,-2.50467490,-6.53197260,0.93000000,0.97000000
9,1096.33200000,61,-0.06757910,-0.45056960,0.93000000,0.97000000
9,1096.33200000,62,-6.98953350,0.67418200,0.93000000,0.97000000
9,1096.33200000,63,-2.34909990,-1.23380870,0.93000000,0.97000000
9,1096.33200000,64,-3.21784710,-2.14737110,0.93000000,0.97000000
9,1096.33200000,65,-2.85746410,-1.72520650,0.93000000,0.97000000
10,1096.33200000,0,-0.00481700,-0.00713450,0.93000000,0.97000000
10,1096.33200000,1,0.03095950,-0.19196160,0.93000000,0.97000000
10,1096.33200000,2,32.42908790,22.30374480,0.93000000,0.97000000
10,1096.33200000,3,-246.81392160,334.46110570,0.93000000,0.97000000
10,1096.33200000,4,-0.00382340,-0.10823340,0.93000000,0.97000000
10,1096.33200000,5,0.01311010,-0.06013730,0.93000000,0.97000000
10,1096.33200000,6,0.09660910,-0.12341330,0.93000000,0.97000000
10,1096.33200000,7,0.00408460,0.56234620,0.93000000,0.97000000
10,1096.33200000,8,37.60832710,16.45741130,0.93000000,0.97000000
10,1096.33200000,9,-75.10007800,-42.89524940,0.93000000,0.97000000
10,1096.33200000,10,450.50923100,-619.91505000,0.93000000,0.97000000
10,1096.33200000,11,-72.88635260,13.30818090,0.93000000,0.97000000
10,1096.33200000,12,0.15927400,0.01204900,0.93000000,0.97000000
10,1096.33200000,13,0.25287440,0.21155990,0.93000000,0.97000000
10,1096.33200000,14,0.33141320,-0.00223070,0.93000000,0.97000000
10,1096.33200000,15,-0.16294820,-0.01168170,0.93000000,0.97000000
10,1096.33200000,16,-0.04451000,0.22288700,0.93000000,0.97000000
10,1096.33200000,17,-0.12911440,-0.18004330,0.93000000,0.97000000
10,1096.33200000,18,23.35975390,13.01602290,0.93000000,0.97000000
10,1096.33200000,19,-40.77551430,-26.55162280,0.93000000,0.97000000
10,1096.33200000,20,-1.20458360,2.53111160,0.93000000,0.97000000
10,1096.33200000,21,54.00113640,-164.33059870,0.93000000,0.97000000
10,1096.33200000,22,35.53893820,-5.47399030,0.93000000,0.97000000
10,1096.33200000,23,27.93360670,-47.23608110,0.93000000,0.97000000
10,1096.33200000,24,-0.07045510,0.10385620,0.93000000,0.97000000
10,1096.33200000,25,-0.15864200,-0.06071920,0.93000000,0.97000000
10,1096.33200000,26,-0.01340450,0.17052980,0.93000000,0.97000000
10,1096.33200000,27,0.02491710,0.19467530,0.93000000,0.97000000
10,1096.33200000,28,-0.08885090,-0.03648910,0.93000000,0.97000000
10,1096.33200000,29,0.24805460,-0.09877440,0.93000000,0.97000000
10,1096.33200000,30,-0.05283890,-0.17969460,0.93000000,0.97000000
10,1096.33200000,31,0.23925280,-0.47975430,0.93000000,0.97000000
10,1096.33200000,32,3.36814040,4.75310790,0.93000000,0.97000000
10,1096.33200000,33,-12.16496470,-7.60056560,0.93000000,0.97000000
10,1096.33200000,34,2.38400110,-0.57230890,0.93000000,0.97000000
10,1096.33200000,35,40.89233400,25.11272970,0.93000000,0.97000000
10,1096.33200000,36,-0.67648300,14.88435580,0.93000000,0.97000000
10,1096.33200000,37,1.44775910,-14.32262150,0.93000000,0.97000000
10,1096.33200000,38,-0.27602400,6.43641210,0.93000000,0.97000000
10,1096.33200000,39,0.13385500,-8.50586940,0.93000000,0.97000000
10,1096.33200000,40,-0.00672190,0.08908820,0.93000000,0.97000000
10,1096.33200000,41,-0.01005440,-0.15784860,0.93000000,0.97000000
10,1096.33200000,42,-0.48176960,-0.26152000,0.93000000,0.97000000
10,1096.33200000,43,-0.12400750,-0.31020110,0.93000000,0.97000000
10,1096.33200000,44,0.05836820,0.17243360,0.93000000,0.97000000
10,1096.33200000,45,0.20165010,0.06190080,0.93000000,0.97000000
10,1096.33200000,46,0.19494050,0.08930130,0.93000000,0.97000000
10,1096.33200000,47,-0.09053550,0.17394690,0.93000000,0.97000000
10,1096.33200000,48,0.10137590,0.22175530,0.93000000,0.97000000
10,1096.33200000,49,-0.14895500,0.53311890,0.93000000,0.97000000
10,1096.33200000,50,0.30505380,1.99798900,0.93000000,0.97000000
10,1096.33200000,51,-1.02463360,-1.63073420,0.93000000,0.97000000
10,1096.33200000,52,-1.72898360,-2.80691290,0.93000000,0.97000000
10,1096.33200000,53,8.22004320,4.96947090,0.93000000,0.97000000
10,1096.33200000,54,-16.50694550,-11.02437000,0.93000000,0.97000000
10,1096.33200000,55,-0.00863110,-1.58922420,0.93000000,0.97000000
10,1096.33200000,56,1.16540770,-0.00850450,0.93000000,0.97000000
10,1096.33200000,57,-2.50409210,0.76709200,0.93000000,0.97000000
10,1096.33200000,58,-0.33544950,0.68879160,0.93000000,0.97000000
10,1096.33200000,59,-0.92587640,-0.45707090,0.93000000,0.97000000
10,1096.33200000,60,-0.08931350,-0.16155720,0.93000000,0.97000000
10,1096.33200000,61,-0.04729420,0.19933060,0.93000000,0.97000000
10,1096.33200000,62,0.32993790,0.13733520,0.93000000,0.97000000
10,1096.33200000,63,0.11092230,0.23430600,0.93000000,0.97000000
10,1096.33200000,64,-0.07268220,-0.02651730,0.93000000,0.97000000
10,1096.33200000,65,-0.08094230,-0.13937230,0.93000000,0.97000000
11,1096.33200000,0,0.00215700,-0.00170820,0.93000000,0.97000000
11,1096.33200000,1,0.03353920,-0.03600480,0.93000000,0.97000000
11,1096.33200000,2,4.77692250,-2.27191260,0.93000000,0.97000000
11,1096.33200000,3,191.81084030,451.77899120,0.93000000,0.97000000
11,1096.33200000,4,-0.16666900,-0.03932950,0.93000000,0.97000000
11,1096.33200000,5,-0.17785670,0.25592050,0.93000000,0.97000000
11,1096.33200000,6,0.07917840,-0.01324540,0.93000000,0.97000000
11,1096.33200000,7,-0.03834730,0.14019720,0.93000000,0.97000000
11,1096.33200000,8,10.14669320,5.10457440,0.93000000,0.97000000
11,1096.33200000,9,-14.77098630,-2.09953390,0.93000000,0.97000000
11,1096.33200000,10,-353.93995750,-832.05692570,0.93000000,0.97000000
11,1096.33200000,11,-18.77911060,62.43610560,0.93000000,0.97000000
11,1096.33200000,12,0.03231410,-0.16740590,0.93000000,0.97000000
11,1096.33200000,13,0.04502550,-0.23580610,0.93000000,0.97000000
11,1096.33200000,14,-0.09071050,-0.09014040,0.93000000,0.97000000
11,1096.33200000,15,0.10061970,0.12565120,0.93000000,0.97000000
11,1096.33200000,16,-0.05621600,0.13398920,0.93000000,0.97000000
11,1096.33200000,17,0.00729840,-0.18613570,0.93000000,0.97000000
11,1096.33200000,18,4.96095890,3.87318390,0.93000000,0.97000000
11,1096.33200000,19,-11.52618530,-4.69862080,0.93000000,0.97000000
11,1096.33200000,20,0.46548190,1.62556980,0.93000000,0.97000000
11,1096.33200000,21,-120.49457710,-177.29286800,0.93000000,0.97000000
11,1096.33200000,22,8.28194540,-30.64417630,0.93000000,0.97000000
11,1096.33200000,23,-29.47894450,-58.99163250,0.93000000,0.97000000
11,1096.33200000,24,0.12272750,0.14372670,0.93000000,0.97000000
11,1096.33200000,25,0.17779980,-0.07096830,0.93000000,0.97000000
11,1096.33200000,26,0.30297540,-0.00522880,0.93000000,0.97000000
11,1096.33200000,27,0.09154660,-0.07476630,0.93000000,0.97000000
11,1096.33200000,28,-0.37453990,0.10541020,0.93000000,0.97000000
11,1096.33200000,29,-0.04102480,0.05825170,0.93000000,0.97000000
11,1096.33200000,30,-0.10365610,-0.13803960,0.93000000,0.97000000
11,1096.33200000,31,-0.21432390,-0.12578090,0.93000000,0.97000000
11,1096.33200000,32,1.42551050,-0.14185140,0.93000000,0.97000000
11,1096.33200000,33,-0.47306730,-0.51735160,0.93000000,0.97000000
11,1096.33200000,34,1.09661510,-2.77796780,0.93000000,0.97000000
11,1096.33200000,35,8.87963730,2.83836880,0.93000000,0.97000000
11,1096.33200000,36,12.64596840,13.04196520,0.93000000,0.97000000
11,1096.33200000,37,-10.23878830,-9.10067030,0.93000000,0.97000000
11,1096.33200000,38,5.19542750,8.13545740,0.93000000,0.97000000
11,1096.33200000,39,-7.17978850,-7.20401890,0.93000000,0.97000000
11,1096.33200000,40,0.09681450,0.12443950,0.93000000,0.97000000
11,1096.33200000,41,0.10770900,0.39450580,0.93000000,0.97000000
11,1096.33200000,42,-0.15903880,0.20203850,0.93000000,0.97000000
11,1096.33200000,43,-0.19690370,0.12680650,0.93000000,0.97000000
11,1096.33200000,44,0.14463490,0.11186820,0.93000000,0.97000000
11,1096.33200000,45,-0.04980620,-0.22694310,0.93000000,0.97000000
11,1096.33200000,46,0.27463670,-0.29026920,0.93000000,0.97000000
11,1096.33200000,47,-0.19447750,-0.20669470,0.93000000,0.97000000
11,1096.33200000,48,0.03260740,0.07397860,0.93000000,0.97000000
11,1096.33200000,49,0.40876030,0.23972040,0.93000000,0.97000000
11,1096.33200000,50,0.61667140,-0.54699910,0.93000000,0.97000000
11,1096.33200000,51,-1.57593860,-1.34460120,0.93000000,0.97000000
11,1096.33200000,52,-1.46326730,1.38543750,0.93000000,0.97000000
11,1096.33200000,53,1.79575850,0.53598130,0.93000000,0.97000000
11,1096.33200000,54,-3.66706480,-1.39942250,0.93000000,0.97000000
11,1096.33200000,55,-1.29619770,-1.28968100,0.93000000,0.97000000
11,1096.33200000,56,0.30949210,-0.85340180,0.93000000,0.97000000
11,1096.33200000,57,-0.16522460,-0.04873270,0.93000000,0.97000000
11,1096.33200000,58,0.63580590,-2.42167060,0.93000000,0.97000000
11,1096.33200000,59,1.00114120,0.26168250,0.93000000,0.97000000
11,1096.33200000,60,-0.27255280,-0.14144450,0.93000000,0.97000000
11,1096.33200000,61,-0.35340930,-0.45229510,0.93000000,0.97000000
11,1096.33200000,62,-0.06405150,-0.24070610,0.93000000,0.97000000
11,1096.33200000,63,0.19024550,-0.05033220,0.93000000,0.97000000
11,1096.33200000,64,-0.11075770,-0.10559480,0.93000000,0.97000000
11,1096.33200000,65,-0.02274300,0.02107500,0.93000000,0.97000000
12,1096.33200000,0,206.34561980,-0.56987590,0.93000000,0.97000000
12,1096.33200000,1,18.19170360,5.97892520,0.93000000,0.97000000
12,1096.33200000,2,-2.54521430,-1.91722060,0.93000000,0.97000000
12,1096.33200000,3,-9.60569340,-81.16437310,0.93000000,0.97000000
12,1096.33200000,4,-239.00878830,33.32795790,0.93000000,0.97000000
12,1096.33200000,5,0.80558410,-5.20941000,0.93000000,0.97000000
12,1096.33200000,6,9.25095660,-1.30138180,0.93000000,0.97000000
12,1096.33200000,7,10.53008790,11.44300860,0.93000000,0.97000000
12,1096.33200000,8,-2.58162680,-1.78732390,0.93000000,0.97000000
12,1096.33200000,9,5.94060740,4.56431160,0.93000000,0.97000000
12,1096.33200000,10,16.52286090,144.83944120,0.93000000,0.97000000
12,1096.33200000,11,-2.44394910,-9.66136430,0.93000000,0.97000000
12,1096.33200000,12,11.84165040,-56.54436960,0.93000000,0.97000000
12,1096.33200000,13,-10.73876640,3.42279730,0.93000000,0.97000000
12,1096.33200000,14,-2.37258090,-0.57274570,0.93000000,0.97000000
12,1096.33200000,15,0.78494770,1.69597780,0.93000000,0.97000000
12,1096.33200000,16,-4.56442850,-3.33109510,0.93000000,0.97000000
12,1096.33200000,17,-25.42586990,-14.43172300,0.93000000,0.97000000
12,1096.33200000,18,-2.54237520,-0.78196400,0.93000000,0.97000000
12,1096.33200000,19,3.26350800,2.58988640,0.93000000,0.97000000
12,1096.33200000,20,-0.22414570,0.09736600,0.93000000,0.97000000
12,1096.33200000,21,1.96132050,30.41247640,0.93000000,0.97000000
12,1096.33200000,22,1.70039510,6.31508890,0.93000000,0.97000000
12,1096.33200000,23,0.99784920,10.26262290,0.93000000,0.97000000
12,1096.33200000,24,16.91188540,40.74471790,0.93000000,0.97000000
12,1096.33200000,25,10.08545200,7.93815770,0.93000000,0.97000000
12,1096.33200000,26,3.48084550,3.71752030,0.93000000,0.97000000
12,1096.33200000,27,4.37372750,1.94897790,0.93000000,0.97000000
12,1096.33200000,28,6.41470270,1.29558710,0.93000000,0.97000000
12,1096.33200000,29,-1.54481140,-0.18122850,0.93000000,0.97000000
12,1096.33200000,30,-7.38867030,1.68508340,0.93000000,0.97000000
12,1096.33200000,31,-5.45993790,-1.05183650,0.93000000,0.97000000
12,1096.33200000,32,-1.56524950,-0.19444250,0.93000000,0.97000000
12,1096.33200000,33,0.30532360,0.53103010,0.93000000,0.97000000
12,1096.33200000,34,0.07586320,-0.17229550,0.93000000,0.97000000
12,1096.33200000,35,-3.54985310,-2.04941380,0.93000000,0.97000000
12,1096.33200000,36,-0.06528330,-2.32919890,0.93000000,0.97000000
12,1096.33200000,37,-0.33542560,1.46223400,0.93000000,0.97000000
12,1096.33200000,38,-0.33547910,-0.94753910,0.93000000,0.97000000
12,1096.33200000,39,-0.02061650,1.20481420,0.93000000,0.97000000
12,1096.33200000,40,13.00815150,-10.23938030,0.93000000,0.97000000
12,1096.33200000,41,-5.57223530,-7.88163420,0.93000000,0.97000000
12,1096.33200000,42,2.24502040,-3.64516210,0.93000000,0.97000000
12,1096.33200000,43,-3.42978530,-0.86805970,0.93000000,0.97000000
12,1096.33200000,44,2.47537290,1.72597140,0.93000000,0.97000000
12,1096.33200000,45,-3.78895740,2.32226690,0.93000000,0.97000000
12,1096.33200000,46,-3.07294990,-2.37951210,0.93000000,0.97000000
12,1096.33200000,47,0.98736720,-1.55222010,0.93000000,0.97000000
12,1096.33200000,48,3.58221980,5.81035890,0.93000000,0.97000000
12,1096.33200000,49,7.22452210,5.74969250,0.93000000,0.97000000
12,1096.33200000,50,0.90334050,-1.34374780,0.93000000,0.97000000
12,1096.33200000,51,0.73785590,-0.19387460,0.93000000,0.97000000
12,1096.33200000,52,-0.06090650,0.51928540,0.93000000,0.97000000
12,1096.33200000,53,-0.66617780,-0.47914310,0.93000000,0.97000000
12,1096.33200000,54,1.16986620,0.97300750,0.93000000,0.97000000
12,1096.33200000,55,0.13521440,-0.15679410,0.93000000,0.97000000
12,1096.33200000,56,0.24190440,0.37686360,0.93000000,0.97000000
12,1096.33200000,57,0.05354590,0.04456800,0.93000000,0.97000000
12,1096.33200000,58,0.01209730,-0.19936710,0.93000000,0.97000000
12,1096.33200000,59,-0.10326970,0.02042360,0.93000000,0.97000000
12,1096.33200000,60,-2.18520080,-6.54487330,0.93000000,0.97000000
12,1096.33200000,61,1.38291380,0.94343560,0.93000000,0.97000000
12,1096.33200000,62,-9.00376410,0.41427300,0.93000000,0.97000000
12,1096.33200000,63,-2.30933260,-0.31533700,0.93000000,0.97000000
12,1096.33200000,64,-4.79468770,-0.84494790,0.93000000,0.97000000
12,1096.33200000,65,-4.76772880,0.59229150,0.93000000,0.97000000
9,1149.83200000,0,180.77543230,-0.41488020,0.91000000,1.02000000
9,1149.83200000,1,17.50205550,2.42463720,0.91000000,1.02000000
9,1149.83200000,2,-0.44668280,-6.61262930,0.91000000,1.02000000
9,1149.83200000,3,-5.81963430,14.97128460,0.91000000,1.02000000
9,1149.83200000,4,-217.03082070,30.65400420,0.91000000,1.02000000
9,1149.83200000,5,-31.79171890,12.08714350,0.91000000,1.02000000
9,1149.83200000,6,5.64998730,4.49571670,0.91000000,1.02000000
9,1149.83200000,7,10.73537930,7.84366440,0.91000000,1.02000000
9,1149.83200000,8,-0.65540360,-7.70333330,0.91000000,1.02000000
9,1149.83200000,9,0.56248300,14.88542020,0.91000000,1.02000000
9,1149.83200000,10,11.24648650,-25.19604920,0.91000000,1.02000000
9,1149.83200000,11,1.31444980,1.07996440,0.91000000,1.02000000
9,1149.83200000,12,6.03381820,-52.77617520,0.91000000,1.02000000
9,1149.83200000,13,30.83564400,-18.79793820,0.91000000,1.02000000
9,1149.83200000,14,-2.42530180,-0.05023840,0.91000000,1.02000000
9,1149.83200000,15,0.86325600,0.11725160,0.91000000,1.02000000
9,1149.83200000,16,-8.01202000,-7.78432780,0.91000000,1.02000000
9,1149.83200000,17,-24.92013590,-7.26412790,0.91000000,1.02000000
9,1149.83200000,18,0.25454430,-4.37457870,0.91000000,1.02000000
9,1149.83200000,19,0.30924390,8.34249370,0.91000000,1.02000000
