#stokes,freq,ind,real,imag,etax,etay
11,882.33200000,4,-0.08279080,-0.25600080,0.92000000,1.00000000
11,882.33200000,5,0.14886420,-0.29177000,0.92000000,1.00000000
11,882.33200000,6,-0.61691250,0.07923690,0.92000000,1.00000000
11,882.33200000,7,-0.35485960,0.12023720,0.92000000,1.00000000
11,882.33200000,8,-12.35006820,43.77597820,0.92000000,1.00000000
11,882.33200000,9,26.56694980,-70.43154920,0.92000000,1.00000000
11,882.33200000,10,99.87376090,-395.77563790,0.92000000,1.00000000
11,882.33200000,11,-49.30070940,-34.20516620,0.92000000,1.00000000
11,882.33200000,12,0.38370800,0.22264120,0.92000000,1.00000000
11,882.33200000,13,0.61039830,0.25102590,0.92000000,1.00000000
11,882.33200000,14,0.31893430,0.11693160,0.92000000,1.00000000
11,882.33200000,15,-0.20701760,-0.49306920,0.92000000,1.00000000
11,882.33200000,16,0.36017270,-0.90209760,0.92000000,1.00000000
11,882.33200000,17,0.21222340,-0.51745080,0.92000000,1.00000000
11,882.33200000,18,-11.39664890,23.78175210,0.92000000,1.00000000
11,882.33200000,19,24.78285770,-41.52027910,0.92000000,1.00000000
11,882.33200000,20,-3.25872620,-1.89210150,0.92000000,1.00000000
11,882.33200000,21,-26.24283980,-149.78135820,0.92000000,1.00000000
11,882.33200000,22,23.62554360,14.09250920,0.92000000,1.00000000
11,882.33200000,23,2.67090820,-34.53286270,0.92000000,1.00000000
11,882.33200000,24,-0.24288800,0.71049700,0.92000000,1.00000000
11,882.33200000,25,-0.78135350,0.45461600,0.92000000,1.00000000
11,882.33200000,26,-0.41281850,0.12634060,0.92000000,1.00000000
11,882.33200000,27,-0.00480510,0.31833450,0.92000000,1.00000000
11,882.33200000,28,-0.00058850,0.10810320,0.92000000,1.00000000
11,882.33200000,29,0.32646920,0.61596260,0.92000000,1.00000000
11,882.33200000,30,0.71273120,0.79884250,0.92000000,1.00000000
11,882.33200000,31,0.12004250,0.15855450,0.92000000,1.00000000
11,882.33200000,32,-0.39972230,1.07929580,0.92000000,1.00000000
11,882.33200000,33,-0.96146070,-13.50630410,0.92000000,1.00000000
11,882.33200000,34,3.70286060,3.40875290,0.92000000,1.00000000
11,882.33200000,35,-16.86282180,39.96338000,0.92000000,1.00000000
11,882.33200000,36,2.65232410,15.33926870,0.92000000,1.00000000
11,882.33200000,37,-0.48487720,-12.97048360,0.92000000,1.00000000
11,882.33200000,38,1.94220820,7.93361130,0.92000000,1.00000000
11,882.33200000,39,-3.21380640,-9.38845240,0.92000000,1.00000000
11,882.33200000,40,-0.12389750,-0.82776650,0.92000000,1.00000000
11,882.33200000,41,0.08949540,-0.60509960,0.92000000,1.00000000
11,882.33200000,42,0.19854110,-0.11751550,0.92000000,1.00000000
11,882.33200000,43,-0.02545080,-0.27155270,0.92000000,1.00000000
11,882.33200000,44,0.28357010,0.12567940,0.92000000,1.00000000
11,882.33200000,45,0.16621730,-0.21236190,0.92000000,1.00000000
11,882.33200000,46,0.14020040,-0.23765020,0.92000000,1.00000000
11,882.33200000,47,-0.18697160,-0.35072970,0.92000000,1.00000000
11,882.33200000,48,-0.75656740,-0.09859650,0.92000000,1.00000000
11,882.33200000,49,-0.18301180,0.26910270,0.92000000,1.00000000
11,882.33200000,50,-1.49925140,2.33026700,0.92000000,1.00000000
11,882.33200000,51,2.45220290,-0.61750030,0.92000000,1.00000000
11,882.33200000,52,-1.38258760,-2.25316090,0.92000000,1.00000000
11,882.33200000,53,-3.33975210,8.11638000,0.92000000,1.00000000
11,882.33200000,54,7.83853510,-15.30106180,0.92000000,1.00000000
11,882.33200000,55,1.00620990,-0.63592850,0.92000000,1.00000000
11,882.33200000,56,1.62557730,0.25532480,0.92000000,1.00000000
11,882.33200000,57,-2.20592910,0.80574770,0.92000000,1.00000000
11,882.33200000,58,-0.70367910,-0.24709930,0.92000000,1.00000000
11,882.33200000,59,-1.00216410,-0.13706870,0.92000000,1.00000000
11,882.33200000,60,0.32723050,0.34653900,0.92000000,1.00000000
11,882.33200000,61,0.49009320,0.21300550,0.92000000,1.00000000
11,882.33200000,62,0.15620130,-0.03343580,0.92000000,1.00000000
11,882.33200000,63,0.26405300,0.05084320,0.92000000,1.00000000
11,882.33200000,64,-0.09212180,-0.17434220,0.92000000,1.00000000
11,882.33200000,65,0.15760240,-0.03253990,0.92000000,1.00000000
12,882.33200000,0,306.34226450,-1.17227990,0.92000000,1.00000000
12,882.33200000,1,25.33988140,7.94138950,0.92000000,1.00000000
12,882.33200000,2,-0.36428690,-6.05254800,0.92000000,1.00000000
12,882.33200000,3,36.16044150,-14.15338140,0.92000000,1.00000000
12,882.33200000,4,-392.41647520,18.01611130,0.92000000,1.00000000
12,882.33200000,5,-17.36357700,6.40974340,0.92000000,1.00000000
12,882.33200000,6,8.03215480,-2.73907150,0.92000000,1.00000000
12,882.33200000,7,14.04552250,5.13581210,0.92000000,1.00000000
12,882.33200000,8,0.14505220,-7.74084080,0.92000000,1.00000000
12,882.33200000,9,-2.82016200,16.32283500,0.92000000,1.00000000
12,882.33200000,10,-64.23321720,25.24831470,0.92000000,1.00000000
12,882.33200000,11,3.68587910,-3.65251170,0.92000000,1.00000000
12,882.33200000,12,74.21240930,-33.46308020,0.92000000,1.00000000
12,882.33200000,13,9.26056000,-21.48268850,0.92000000,1.00000000
12,882.33200000,14,-2.06140660,6.67984890,0.92000000,1.00000000
12,882.33200000,15,3.90600330,-0.81749370,0.92000000,1.00000000
12,882.33200000,16,-7.57026170,0.13067010,0.92000000,1.00000000
12,882.33200000,17,-36.77232230,-15.90770270,0.92000000,1.00000000
12,882.33200000,18,0.35990550,-6.16109070,0.92000000,1.00000000
12,882.33200000,19,-1.10865510,8.37800290,0.92000000,1.00000000
12,882.33200000,20,0.30388470,-0.62609280,0.92000000,1.00000000
12,882.33200000,21,-13.75796010,3.49757750,0.92000000,1.00000000
12,882.33200000,22,-2.44896900,2.45785660,0.92000000,1.00000000
12,882.33200000,23,-4.51527260,1.59073860,0.92000000,1.00000000
12,882.33200000,24,11.06998650,37.87996970,0.92000000,1.00000000
12,882.33200000,25,2.75828600,23.48817170,0.92000000,1.00000000
12,882.33200000,26,2.33030810,-4.92003060,0.92000000,1.00000000
12,882.33200000,27,6.64782860,1.93202780,0.92000000,1.00000000
12,882.33200000,28,2.88385370,7.44077500,0.92000000,1.00000000
12,882.33200000,29,-6.28409410,-0.70801150,0.92000000,1.00000000
12,882.33200000,30,-1.47539700,1.47483280,0.92000000,1.00000000
12,882.33200000,31,0.25901510,9.34677070,0.92000000,1.00000000
12,882.33200000,32,1.36169860,-0.85950710,0.92000000,1.00000000
12,882.33200000,33,1.03337190,2.64646690,0.92000000,1.00000000
12,882.33200000,34,-0.11596110,0.68522020,0.92000000,1.00000000
12,882.33200000,35,1.13054900,-8.96073460,0.92000000,1.00000000
12,882.33200000,36,1.51805500,0.05676570,0.92000000,1.00000000
12,882.33200000,37,-0.45653880,-0.65345370,0.92000000,1.00000000
12,882.33200000,38,0.33985500,-0.05999890,0.92000000,1.00000000
12,882.33200000,39,-0.52988430,0.01846840,0.92000000,1.00000000
12,882.33200000,40,17.42146950,-22.82643820,0.92000000,1.00000000
12,882.33200000,41,-0.38298830,-13.39805640,0.92000000,1.00000000
12,882.33200000,42,-8.18672910,-3.35840880,0.92000000,1.00000000
12,882.33200000,43,-4.08258870,-3.99048740,0.92000000,1.00000000
12,882.33200000,44,-2.68011600,3.79870070,0.92000000,1.00000000
12,882.33200000,45,-1.29995470,-1.35700620,0.92000000,1.00000000
12,882.33200000,46,-1.36568350,-8.27699020,0.92000000,1.00000000
12,882.33200000,47,2.15659060,0.16106900,0.92000000,1.00000000
12,882.33200000,48,5.25891910,1.50975070,0.92000000,1.00000000
12,882.33200000,49,14.40254000,-2.29543850,0.92000000,1.00000000
12,882.33200000,50,-1.37869710,0.31290490,0.92000000,1.00000000
12,882.33200000,51,-1.09631460,1.01164180,0.92000000,1.00000000
12,882.33200000,52,-0.18212920,-0.04834380,0.92000000,1.00000000
12,882.33200000,53,0.17721570,-1.79025680,0.92000000,1.00000000
12,882.33200000,54,0.04604530,3.51117240,0.92000000,1.00000000
12,882.33200000,55,-0.17082330,0.05187500,0.92000000,1.00000000
12,882.33200000,56,-0.25867910,0.14774260,0.92000000,1.00000000
12,882.33200000,57,-0.03489460,0.36131990,0.92000000,1.00000000
12,882.33200000,58,0.21652960,-0.19506720,0.92000000,1.00000000
12,882.33200000,59,0.31384890,-0.27139810,0.92000000,1.00000000
12,882.33200000,60,-23.96195580,7.17032100,0.92000000,1.00000000
12,882.33200000,61,4.42145730,2.60547850,0.92000000,1.00000000
12,882.33200000,62,-4.71071440,5.44005890,0.92000000,1.00000000
12,882.33200000,63,3.54521060,1.85574190,0.92000000,1.00000000
12,882.33200000,64,-6.29953570,-3.62607060,0.92000000,1.00000000
12,882.33200000,65,1.19838120,-3.93050790,0.92000000,1.00000000
9,935.83200000,0,260.05556170,-0.68706450,0.97000000,1.01000000
9,935.83200000,1,24.18003520,6.32114750,0.97000000,1.01000000
9,935.83200000,2,0.66863640,-5.06184240,0.97000000,1.01000000
9,935.83200000,3,-68.82019040,-25.90503920,0.97000000,1.01000000
9,935.83200000,4,-351.90652730,23.02200180,0.97000000,1.01000000
9,935.83200000,5,-12.12776260,-3.09177120,0.97000000,1.01000000
9,935.83200000,6,7.26249780,-1.13195750,0.97000000,1.01000000
9,935.83200000,7,4.20531360,8.51692620,0.97000000,1.01000000
9,935.83200000,8,1.65198500,-5.33614410,0.97000000,1.01000000
9,935.83200000,9,-2.78028110,12.69435620,0.97000000,1.01000000
9,935.83200000,10,123.01087090,46.82533400,0.97000000,1.01000000
9,935.83200000,11,-5.68388530,-3.68153910,0.97000000,1.01000000
9,935.83200000,12,70.24854670,-41.47951320,0.97000000,1.01000000
9,935.83200000,13,19.15558560,11.11796990,0.97000000,1.01000000
9,935.83200000,14,-4.12836830,2.25502710,0.97000000,1.01000000
9,935.83200000,15,3.81058620,-0.76888160,0.97000000,1.01000000
9,935.83200000,16,-6.08818930,-1.07722680,0.97000000,1.01000000
9,935.83200000,17,-29.45116080,-19.29992810,0.97000000,1.01000000
9,935.83200000,18,0.21164970,-2.99666630,0.97000000,1.01000000
9,935.83200000,19,-1.67286910,6.68089290,0.97000000,1.01000000
9,935.83200000,20,-0.31361640,0.06328700,0.97000000,1.01000000
9,935.83200000,21,28.45301960,10.01618910,0.97000000,1.01000000
9,935.83200000,22,3.86625570,2.54736020,0.97000000,1.01000000
9,935.83200000,23,8.91520890,3.32966600,0.97000000,1.01000000
9,935.83200000,24,12.88717970,43.12554770,0.97000000,1.01000000
9,935.83200000,25,-4.55243720,-7.25798700,0.97000000,1.01000000
9,935.83200000,26,5.71126160,-3.02686270,0.97000000,1.01000000
9,935.83200000,27,5.75529150,2.31972370,0.97000000,1.01000000
9,935.83200000,28,4.74244460,3.26592680,0.97000000,1.01000000
9,935.83200000,29,-1.02931720,-1.29723150,0.97000000,1.01000000
9,935.83200000,30,-6.84779220,4.16718690,0.97000000,1.01000000
9,935.83200000,31,2.33018850,7.41947430,0.97000000,1.01000000
9,935.83200000,32,-0.63506870,-1.63106090,0.97000000,1.01000000
9,935.83200000,33,-0.57498190,1.66413270,0.97000000,1.01000000
9,935.83200000,34,0.27908090,0.12822180,0.97000000,1.01000000
9,935.83200000,35,1.58856330,-6.59665370,0.97000000,1.01000000
9,935.83200000,36,-1.82539540,-0.59352470,0.97000000,1.01000000
9,935.83200000,37,1.40389340,0.32157540,0.97000000,1.01000000
9,935.83200000,38,-1.01266580,-0.27194690,0.97000000,1.01000000
9,935.83200000,39,1.23484910,0.38325230,0.97000000,1.01000000
9,935.83200000,40,17.59979770,-25.64908500,0.97000000,1.01000000
9,935.83200000,41,1.48243860,-1.57394720,0.97000000,1.01000000
9,935.83200000,42,-2.59927160,-4.02427830,0.97000000,1.01000000
9,935.83200000,43,0.69565290,-1.20669670,0.97000000,1.01000000
9,935.83200000,44,1.03064040,1.84811880,0.97000000,1.01000000
9,935.83200000,45,-1.55984360,0.10295540,0.97000000,1.01000000
9,935.83200000,46,-3.26979780,-5.29572600,0.97000000,1.01000000
9,935.83200000,47,1.26638950,3.28052020,0.97000000,1.01000000
9,935.83200000,48,6.12366420,-2.60309500,0.97000000,1.01000000
9,935.83200000,49,13.14533830,5.77426380,0.97000000,1.01000000
9,935.83200000,50,1.56879320,-0.47746120,0.97000000,1.01000000
9,935.83200000,51,0.69828100,0.16587230,0.97000000,1.01000000
9,935.83200000,52,0.21576960,0.15953610,0.97000000,1.01000000
9,935.83200000,53,0.27538780,-1.33172530,0.97000000,1.01000000
9,935.83200000,54,-0.04158030,2.33867710,0.97000000,1.01000000
9,935.83200000,55,-0.12868670,0.51012730,0.97000000,1.01000000
9,935.83200000,56,-0.19854630,0.15085920,0.97000000,1.01000000
9,935.83200000,57,-0.01297810,-0.18823010,0.97000000,1.01000000
9,935.83200000,58,-0.37872470,-0.69096220,0.97000000,1.01000000
9,935.83200000,59,-0.62101400,-0.03791820,0.97000000,1.01000000
9,935.83200000,60,-14.79468650,5.25686380,0.97000000,1.01000000
9,935.83200000,61,-1.67273890,3.41748240,0.97000000,1.01000000
9,935.83200000,62,2.71686750,4.69683760,0.97000000,1.01000000
9,935.83200000,63,-3.23647970,-0.49388890,0.97000000,1.01000000
9,935.83200000,64,1.98959370,-4.14453800,0.97000000,1.01000000
9,935.83200000,65,0.16325020,-1.32269100,0.97000000,1.01000000
10,935.83200000,0,0.00640870,0.01005380,0.97000000,1.01000000
10,935.83200000,1,-0.03782250,-0.00211850,0.97000000,1.01000000
10,935.83200000,2,23.13555020,23.04326350,0.97000000,1.01000000
10,935.83200000,3,23.54720170,549.96869790,0.97000000,1.01000000
10,935.83200000,4,0.05003160,0.30171660,0.97000000,1.01000000
10,935.83200000,5,0.18512450,0.08271850,0.97000000,1.01000000
10,935.83200000,6,0.10492170,0.07685980,0.97000000,1.01000000
10,935.83200000,7,0.08261200,0.09648470,0.97000000,1.01000000
10,935.83200000,8,27.49529640,11.77626050,0.97000000,1.01000000
10,935.83200000,9,-53.42216380,-39.74351380,0.97000000,1.01000000
10,935.83200000,10,-44.69558740,-998.46214830,0.97000000,1.01000000
10,935.83200000,11,-22.49087460,-5.57169360,0.97000000,1.01000000
10,935.83200000,12,-0.20298090,-0.08127730,0.97000000,1.01000000
10,935.83200000,13,-0.19846220,0.33430720,0.97000000,1.01000000
10,935.83200000,14,0.00568180,0.25148760,0.97000000,1.01000000
10,935.83200000,15,-0.16698300,0.15417220,0.97000000,1.01000000
10,935.83200000,16,-0.07200200,0.01713890,0.97000000,1.01000000
10,935.83200000,17,0.07333800,-0.05248040,0.97000000,1.01000000
10,935.83200000,18,18.14974460,13.77932010,0.97000000,1.01000000
10,935.83200000,19,-31.06181720,-25.45177090,0.97000000,1.01000000
10,935.83200000,20,0.22860600,2.71107390,0.97000000,1.01000000
10,935.83200000,21,-35.60302450,-283.78814440,0.97000000,1.01000000
10,935.83200000,22,10.12108550,-3.90999430,0.97000000,1.01000000
10,935.83200000,23,-5.83933670,-77.78701320,0.97000000,1.01000000
10,935.83200000,24,0.18461760,-0.19136920,0.97000000,1.01000000
10,935.83200000,25,-0.14176730,-0.33827690,0.97000000,1.01000000
10,935.83200000,26,-0.44390340,-0.21888250,0.97000000,1.01000000
10,935.83200000,27,-0.25669550,0.00155800,0.97000000,1.01000000
10,935.83200000,28,0.04672950,-0.11462350,0.97000000,1.01000000
10,935.83200000,29,0.22028140,-0.42042100,0.97000000,1.01000000
10,935.83200000,30,-0.12129640,-0.04045020,0.97000000,1.01000000
10,935.83200000,31,-0.08002840,-0.11384750,0.97000000,1.01000000
10,935.83200000,32,1.79017450,4.22059390,0.97000000,1.01000000
10,935.83200000,33,-9.92505670,-5.18543510,0.97000000,1.01000000
10,935.83200000,34,1.36998700,-2.16293000,0.97000000,1.01000000
10,935.83200000,35,29.69490180,23.67763950,0.97000000,1.01000000
10,935.83200000,36,5.12063690,28.40095740,0.97000000,1.01000000
10,935.83200000,37,-4.00684200,-23.18885290,0.97000000,1.01000000
10,935.83200000,38,2.27425470,13.98840160,0.97000000,1.01000000
10,935.83200000,39,-2.85805580,-15.20434790,0.97000000,1.01000000
10,935.83200000,40,-0.06982160,-0.03453090,0.97000000,1.01000000
10,935.83200000,41,0.11661620,-0.03860730,0.97000000,1.01000000
10,935.83200000,42,0.57529030,-0.10808090,0.97000000,1.01000000
10,935.83200000,43,0.41635020,-0.11888060,0.97000000,1.01000000
10,935.83200000,44,-0.02962420,-0.03160180,0.97000000,1.01000000
10,935.83200000,45,-0.07047790,-0.16946940,0.97000000,1.01000000
10,935.83200000,46,-0.11942010,0.20917890,0.97000000,1.01000000
10,935.83200000,47,-0.08942970,0.43356510,0.97000000,1.01000000
10,935.83200000,48,0.25867650,-0.13435440,0.97000000,1.01000000
10,935.83200000,49,-0.05150440,0.14542110,0.97000000,1.01000000
10,935.83200000,50,0.24126140,1.78561570,0.97000000,1.01000000
10,935.83200000,51,0.25311080,-1.13994610,0.97000000,1.01000000
10,935.83200000,52,-2.11313310,-0.44102620,0.97000000,1.01000000
10,935.83200000,53,6.01727680,4.56756710,0.97000000,1.01000000
10,935.83200000,54,-13.06382630,-9.88374880,0.97000000,1.01000000
10,935.83200000,55,-1.32668160,-0.80959190,0.97000000,1.01000000
10,935.83200000,56,-0.16495860,-2.21446500,0.97000000,1.01000000
10,935.83200000,57,-0.78761400,2.59254720,0.97000000,1.01000000
10,935.83200000,58,0.12153780,-0.28029420,0.97000000,1.01000000
10,935.83200000,59,-0.44752570,2.57151560,0.97000000,1.01000000
10,935.83200000,60,0.04914500,0.26828850,0.97000000,1.01000000
10,935.83200000,61,0.19924590,0.17270110,0.97000000,1.01000000
10,935.83200000,62,-0.29494170,0.32991380,0.97000000,1.01000000
10,935.83200000,63,-0.13936320,0.08688950,0.97000000,1.01000000
10,935.83200000,64,0.00979510,0.01859890,0.97000000,1.01000000
10,935.83200000,65,0.10801630,-0.13063400,0.97000000,1.01000000
11,935.83200000,0,-0.01546930,0.00743440,0.97000000,1.01000000
11,935.83200000,1,0.14569130,0.10392840,0.97000000,1.01000000
