#stokes,freq,ind,real,imag,eta
6,2052,3,146.64212810,281.34887570,1.11000000
6,2052,4,3.17133410,0.65423500,1.11000000
6,2052,5,-3.92550380,0.72914610,1.11000000
6,2052,6,1.27695760,2.44194040,1.11000000
6,2052,7,7.00362250,0.03008070,1.11000000
6,2052,8,-15.07659770,-5.93203190,1.11000000
6,2052,9,36.60461540,15.45090160,1.11000000
6,2052,10,-257.16409590,-512.47165420,1.11000000
6,2052,11,14.80628350,23.99583540,1.11000000
6,2052,12,-2.81601430,-0.64069260,1.11000000
6,2052,13,7.70511190,-2.51193550,1.11000000
6,2052,14,-2.67127690,0.20205330,1.11000000
6,2052,15,1.29889290,1.06166430,1.11000000
6,2052,16,-2.52311410,-1.38522720,1.11000000
6,2052,17,-2.82748970,-1.45071990,1.11000000
6,2052,18,-8.42048730,-3.83160260,1.11000000
6,2052,19,14.23917380,6.87921380,1.11000000
6,2052,20,3.03357610,-1.37080210,1.11000000
6,2052,21,-53.00182800,-116.42212020,1.11000000
6,2052,22,-11.45410800,-12.82664570,1.11000000
6,2052,23,-17.81309070,-36.86277790,1.11000000
6,2052,24,4.60413140,0.37315790,1.11000000
6,2052,25,-3.64188030,2.34400830,1.11000000
6,2052,26,1.49398430,-0.42900260,1.11000000
6,2052,27,-2.35468540,-0.15835530,1.11000000
6,2052,28,0.16951440,0.01889680,1.11000000
6,2052,29,1.08754270,-1.22134170,1.11000000
6,2052,30,-0.55836170,-1.29704110,1.11000000
6,2052,31,-1.35896090,5.09535460,1.11000000
6,2052,32,-2.89764660,-5.50081160,1.11000000
6,2052,33,3.78038750,3.34406130,1.11000000
6,2052,34,-2.67308000,-0.61642450,1.11000000
6,2052,35,-14.02306900,-9.72422630,1.11000000
6,2052,36,5.48875170,9.58147410,1.11000000
6,2052,37,-0.38090600,-6.13884860,1.11000000
6,2052,38,3.18825580,2.55955130,1.11000000
6,2052,39,-1.92179910,-5.10089760,1.11000000
6,2052,40,-6.29676720,-0.09436320,1.11000000
6,2052,41,-1.72784250,-1.03196520,1.11000000
6,2052,42,-4.09162710,1.17085300,1.11000000
6,2052,43,1.19981910,2.42903530,1.11000000
6,2052,44,-2.80489030,1.85576540,1.11000000
6,2052,45,-0.85128050,1.99359260,1.11000000
6,2052,46,-1.80972180,0.22380670,1.11000000
6,2052,47,-1.01753220,0.45985690,1.11000000
6,2052,48,1.92731280,2.37947650,1.11000000
6,2052,49,1.56891140,-4.39727750,1.11000000
6,2052,50,0.06010840,3.84611450,1.11000000
6,2052,51,3.16035240,0.32550620,1.11000000
6,2052,52,0.67385750,2.02216200,1.11000000
6,2052,53,-3.34426170,-1.64637490,1.11000000
6,2052,54,8.48510750,0.85928160,1.11000000
6,2052,55,-1.19081030,-2.17446040,1.11000000
6,2052,56,-1.95527460,-1.04882990,1.11000000
6,2052,57,-0.98826520,0.24309470,1.11000000
6,2052,58,-0.24995850,1.63552130,1.11000000
6,2052,59,1.51872080,1.86765500,1.11000000
6,2052,60,5.54981060,-0.20569790,1.11000000
6,2052,61,3.21955140,-0.33966970,1.11000000
6,2052,62,6.66497390,-1.80875950,1.11000000
6,2052,63,0.77009030,-2.64598310,1.11000000
6,2052,64,2.62385470,-0.47139790,1.11000000
6,2052,65,2.21492980,1.11625740,1.11000000
7,2052,0,0.11308890,0.24478490,1.11000000
7,2052,1,1.57939840,0.50636360,1.11000000
7,2052,2,14.96403540,-7.57125310,1.11000000
7,2052,3,92.40182850,-160.17666090,1.11000000
7,2052,4,2.78557070,-0.85198280,1.11000000
7,2052,5,-4.23688450,-0.40179690,1.11000000
7,2052,6,5.24621600,2.43224530,1.11000000
7,2052,7,3.22730260,0.19808730,1.11000000
7,2052,8,15.78508070,-8.66597250,1.11000000
7,2052,9,-38.95256500,17.05287860,1.11000000
7,2052,10,-158.34743950,293.84796660,1.11000000
7,2052,11,4.62941690,-14.18160260,1.11000000
7,2052,12,-1.81840440,0.33906020,1.11000000
7,2052,13,8.40169630,1.43498910,1.11000000
7,2052,14,-3.13895530,-0.15843920,1.11000000
7,2052,15,-1.17568500,1.19582790,1.11000000
7,2052,16,-1.43505720,-1.97719130,1.11000000
7,2052,17,-0.51006210,-0.94514680,1.11000000
7,2052,18,10.08121480,-3.76439670,1.11000000
7,2052,19,-14.76647430,10.63265490,1.11000000
7,2052,20,-3.08696200,-2.21578120,1.11000000
7,2052,21,-42.82280350,66.38083070,1.11000000
7,2052,22,-2.46944720,6.56780440,1.11000000
7,2052,23,-12.02653510,20.97384400,1.11000000
7,2052,24,3.89701900,-0.92110850,1.11000000
7,2052,25,-4.33258210,0.14058910,1.11000000
7,2052,26,1.50174290,-0.05984560,1.11000000
7,2052,27,-2.46789940,-2.05863150,1.11000000
7,2052,28,-0.90811190,0.82966600,1.11000000
7,2052,29,0.04290920,-1.45265950,1.11000000
7,2052,30,1.81124240,-0.12777850,1.11000000
7,2052,31,0.16193920,4.32763450,1.11000000
7,2052,32,2.52868960,-4.34988930,1.11000000
7,2052,33,-4.06174500,-1.70730870,1.11000000
7,2052,34,2.73406410,2.28342540,1.11000000
7,2052,35,15.04022760,-8.88188180,1.11000000
7,2052,36,4.10101360,-4.98293450,1.11000000
7,2052,37,-1.90500450,2.55118280,1.11000000
7,2052,38,1.37622020,0.40257630,1.11000000
7,2052,39,-2.03124440,2.84842650,1.11000000
7,2052,40,-6.03516410,1.24777810,1.11000000
7,2052,41,-1.51772230,-2.33141710,1.11000000
7,2052,42,-3.74858520,0.52216200,1.11000000
7,2052,43,1.47427430,5.02084580,1.11000000
7,2052,44,-2.85888910,1.69073660,1.11000000
7,2052,45,0.47682630,2.24125860,1.11000000
7,2052,46,0.70823380,-0.69411160,1.11000000
7,2052,47,1.32033770,0.82872040,1.11000000
7,2052,48,-2.06836970,1.47372350,1.11000000
7,2052,49,-1.27705390,-4.42107010,1.11000000
7,2052,50,0.22195980,2.57417320,1.11000000
7,2052,51,-3.77277710,4.77852430,1.11000000
7,2052,52,-1.20897050,-0.78804550,1.11000000
7,2052,53,3.55806720,-1.85761610,1.11000000
7,2052,54,-8.79910640,3.86917800,1.11000000
7,2052,55,-0.10999100,2.19146750,1.11000000
7,2052,56,-0.94238780,1.04674710,1.11000000
7,2052,57,0.12416400,0.15005940,1.11000000
7,2052,58,0.64944890,-2.71904810,1.11000000
7,2052,59,-0.26865510,-1.09031760,1.11000000
7,2052,60,5.31823380,-0.55567150,1.11000000
7,2052,61,3.17660060,1.93401220,1.11000000
7,2052,62,6.54923360,-1.14433670,1.11000000
7,2052,63,0.60572420,-3.28085700,1.11000000
7,2052,64,2.52187460,-2.20273600,1.11000000
7,2052,65,2.03736500,-0.64646880,1.11000000
8,2052,0,301.83666030,-0.00622780,1.11000000
8,2052,1,-0.29806230,-32.01532080,1.11000000
8,2052,2,-14.08233400,38.74003680,1.11000000
8,2052,3,-438.47374370,-36.41457780,1.11000000
8,2052,4,-166.79804730,-10.51508770,1.11000000
8,2052,5,7.68151160,0.53952830,1.11000000
8,2052,6,-1.51719630,-2.23045930,1.11000000
8,2052,7,-0.83226140,33.48285950,1.11000000
8,2052,8,-9.84638650,21.42029520,1.11000000
8,2052,9,25.64662550,-64.48326920,1.11000000
8,2052,10,791.88297120,67.62133510,1.11000000
8,2052,11,-41.60608300,-2.85705560,1.11000000
8,2052,12,-234.30339530,23.04021240,1.11000000
8,2052,13,1.87540660,-0.56782110,1.11000000
8,2052,14,-50.31059100,0.86738410,1.11000000
8,2052,15,0.74162140,3.19220680,1.11000000
8,2052,16,1.57150970,3.12588460,1.11000000
8,2052,17,2.91154720,6.79166790,1.11000000
8,2052,18,-7.22475080,15.86086640,1.11000000
8,2052,19,15.52670710,-37.33268260,1.11000000
8,2052,20,0.08791790,1.85273710,1.11000000
8,2052,21,177.66613150,15.75582230,1.11000000
8,2052,22,22.50398490,1.93303540,1.11000000
8,2052,23,56.84266480,4.94856120,1.11000000
8,2052,24,119.60199900,-5.07852970,1.11000000
8,2052,25,-12.12888530,1.01754320,1.11000000
8,2052,26,85.85556960,-3.34974290,1.11000000
8,2052,27,0.01220390,0.49072510,1.11000000
8,2052,28,-0.16631450,-3.14939660,1.11000000
8,2052,29,-1.76222760,-3.50009160,1.11000000
8,2052,30,-0.05327230,-1.54379190,1.11000000
8,2052,31,-1.97587000,-13.66724020,1.11000000
8,2052,32,-3.39805370,-5.04369780,1.11000000
8,2052,33,3.79935110,-11.86837010,1.11000000
8,2052,34,0.15976640,-1.51992960,1.11000000
8,2052,35,-14.41762730,34.87715310,1.11000000
8,2052,36,-9.56935600,-1.66424260,1.11000000
8,2052,37,9.52809770,0.79716820,1.11000000
8,2052,38,-8.25461230,-0.92685290,1.11000000
8,2052,39,7.62114720,0.73545380,1.11000000
8,2052,40,-15.59433220,-11.38593240,1.11000000
8,2052,41,6.98456090,0.42228400,1.11000000
8,2052,42,-59.89389710,5.65572840,1.11000000
8,2052,43,-3.04296870,-1.30872330,1.11000000
8,2052,44,-45.91669790,0.55411360,1.11000000
8,2052,45,0.86516220,2.64580650,1.11000000
8,2052,46,0.93770440,2.90378920,1.11000000
8,2052,47,1.36944730,3.38726120,1.11000000
8,2052,48,-0.48507640,-1.42680620,1.11000000
8,2052,49,0.88802170,3.95326690,1.11000000
8,2052,50,0.10209800,17.20729340,1.11000000
8,2052,51,1.09035110,0.27591740,1.11000000
8,2052,52,0.40089850,0.42484280,1.11000000
8,2052,53,-2.91453080,7.16269640,1.11000000
8,2052,54,5.07328850,-14.36770550,1.11000000
8,2052,55,1.52411090,-0.07839340,1.11000000
8,2052,56,-3.43384530,0.63522590,1.11000000
8,2052,57,-1.70082930,0.27745480,1.11000000
8,2052,58,3.01169830,-0.12126490,1.11000000
8,2052,59,-0.86597870,-0.45514190,1.11000000
8,2052,60,36.17074970,11.42801690,1.11000000
8,2052,61,0.87359910,-1.42928500,1.11000000
8,2052,62,0.50224160,-0.15349760,1.11000000
8,2052,63,4.73195420,0.31931390,1.11000000
8,2052,64,70.15089270,-1.11703740,1.11000000
8,2052,65,1.77919620,0.54044870,1.11000000
5,2180,0,240.56647720,0.27891600,1.10000000
5,2180,1,-0.54952350,6.44763250,1.10000000
5,2180,2,11.86888940,-40.46294680,1.10000000
5,2180,3,-3.70536940,-128.62142640,1.10000000
5,2180,4,-105.09405360,-5.37697370,1.10000000
5,2180,5,17.13228370,2.88862650,1.10000000
5,2180,6,-1.02284020,3.07518750,1.10000000
5,2180,7,0.73478880,-2.08417890,1.10000000
5,2180,8,16.41883440,15.63155620,1.10000000
5,2180,9,-30.90265270,7.60759450,1.10000000
5,2180,10,9.21755470,238.41693750,1.10000000
5,2180,11,19.48328770,-5.61305500,1.10000000
5,2180,12,-187.26433280,11.67214310,1.10000000
5,2180,13,-8.48370800,-1.30484600,1.10000000
5,2180,14,-45.70979320,0.02066320,1.10000000
5,2180,15,3.11020250,2.65575630,1.10000000
5,2180,16,1.26424960,-10.61421010,1.10000000
5,2180,17,4.99731770,-6.69673330,1.10000000
5,2180,18,10.29781860,5.23813190,1.10000000
5,2180,19,-21.25215060,-4.21917900,1.10000000
5,2180,20,0.13003180,10.52986870,1.10000000
5,2180,21,19.31156630,67.24879450,1.10000000
5,2180,22,-3.43529710,0.31366460,1.10000000
5,2180,23,3.06666410,18.49428180,1.10000000
5,2180,24,86.05788870,2.54020480,1.10000000
5,2180,25,0.91413190,3.44495370,1.10000000
5,2180,26,70.49101590,-1.32634910,1.10000000
5,2180,27,-1.76694820,-2.47207620,1.10000000
5,2180,28,0.68041400,0.29985900,1.10000000
5,2180,29,-1.62105670,1.26171490,1.10000000
5,2180,30,-2.22715240,5.22748660,1.10000000
5,2180,31,-5.25945070,3.40173060,1.10000000
5,2180,32,4.38767590,-11.27568100,1.10000000
5,2180,33,-6.72275170,-1.40530180,1.10000000
5,2180,34,-1.17566480,-4.73519030,1.10000000
5,2180,35,18.02892890,-0.81392650,1.10000000
5,2180,36,-12.89982520,-9.30235130,1.10000000
5,2180,37,6.65053360,4.40489170,1.10000000
5,2180,38,-2.53213470,-0.91404900,1.10000000
5,2180,39,2.10789020,3.43457950,1.10000000
5,2180,40,-18.26607550,-12.74967170,1.10000000
5,2180,41,-1.51077280,-3.57488580,1.10000000
5,2180,42,-26.96440450,3.49855700,1.10000000
5,2180,43,-1.63427390,0.28949850,1.10000000
5,2180,44,-37.83778080,1.82454310,1.10000000
5,2180,45,1.15440410,1.62471420,1.10000000
5,2180,46,-0.73223010,-3.48047510,1.10000000
5,2180,47,1.32414790,-2.25141970,1.10000000
5,2180,48,1.37184900,0.38517140,1.10000000
5,2180,49,0.81985440,-0.13541460,1.10000000
5,2180,50,-0.69727470,8.72949050,1.10000000
5,2180,51,0.00547970,4.21743780,1.10000000
5,2180,52,1.24248380,1.31648130,1.10000000
5,2180,53,3.77373160,-0.19912200,1.10000000
5,2180,54,-8.42688690,-0.17030050,1.10000000
5,2180,55,2.24799440,-0.50014850,1.10000000
5,2180,56,9.26357210,1.96754630,1.10000000
5,2180,57,-2.66938190,-0.53692400,1.10000000
5,2180,58,-3.51405550,-1.39377650,1.10000000
5,2180,59,0.87298340,0.93336790,1.10000000
5,2180,60,38.68560150,10.10492540,1.10000000
5,2180,61,5.72945550,1.84350520,1.10000000
5,2180,62,2.11935940,-1.14584890,1.10000000
5,2180,63,4.68623590,0.65081770,1.10000000
5,2180,64,62.08188170,-2.30132810,1.10000000
5,2180,65,-0.58545670,2.13003760,1.10000000
6,2180,0,5.23522410,1.33810150,1.10000000
6,2180,1,-1.89954980,1.56718620,1.10000000
6,2180,2,-20.33304520,-14.85248770,1.10000000
6,2180,3,198.35502440,69.93503910,1.10000000
6,2180,4,-1.85952320,0.37469770,1.10000000
6,2180,5,0.47243890,-0.66064060,1.10000000
6,2180,6,1.74539500,5.18010520,1.10000000
6,2180,7,3.01041000,-4.03555970,1.10000000
6,2180,8,-20.04921870,-15.57045310,1.10000000
6,2180,9,35.36777690,34.13540140,1.10000000
6,2180,10,-351.30937550,-137.01766250,1.10000000
6,2180,11,20.83422780,-2.14145090,1.10000000
6,2180,12,0.23382020,-1.15967410,1.10000000
6,2180,13,9.01869180,2.64616330,1.10000000
6,2180,14,-3.44738160,-2.38328520,1.10000000
6,2180,15,4.07543360,0.39576700,1.10000000
6,2180,16,-1.04540830,0.60278420,1.10000000
6,2180,17,0.51919930,-1.36551770,1.10000000
6,2180,18,-4.88333670,-8.00065740,1.10000000
6,2180,19,14.04513280,17.71064980,1.10000000
6,2180,20,-0.51193620,-0.23117700,1.10000000
6,2180,21,-72.56112310,-43.56987360,1.10000000
6,2180,22,-13.12567080,2.21937710,1.10000000
6,2180,23,-24.47940480,-10.87965350,1.10000000
6,2180,24,3.41781380,3.02119220,1.10000000
6,2180,25,-3.30968750,-1.07215050,1.10000000
6,2180,26,-0.72776260,1.14219090,1.10000000
6,2180,27,0.13603120,-0.23487670,1.10000000
6,2180,28,2.66533080,0.69930060,1.10000000
6,2180,29,-2.73749990,-2.45193280,1.10000000
6,2180,30,-1.55832080,-2.52677060,1.10000000
6,2180,31,-2.34908880,3.15521070,1.10000000
6,2180,32,-2.64718350,-3.90810710,1.10000000
6,2180,33,7.95377770,5.79479030,1.10000000
6,2180,34,-1.03008920,-0.41198540,1.10000000
6,2180,35,-16.10126050,-17.47301480,1.10000000
6,2180,36,6.92718100,4.94673400,1.10000000
6,2180,37,-1.15123390,-2.39100550,1.10000000
6,2180,38,3.02034660,1.00161630,1.10000000
6,2180,39,-2.79113420,-2.44853430,1.10000000
6,2180,40,-3.70401570,-1.16014670,1.10000000
6,2180,41,-3.20321760,1.53445980,1.10000000
6,2180,42,-2.82052030,-1.12100940,1.10000000
6,2180,43,2.52815090,3.54073220,1.10000000
6,2180,44,-0.88991980,-1.26615950,1.10000000
6,2180,45,0.37914500,2.04018800,1.10000000
6,2180,46,-1.90820820,-0.28011150,1.10000000
6,2180,47,1.62392000,1.77625040,1.10000000
6,2180,48,1.50279820,1.91545320,1.10000000
6,2180,49,0.43887590,-2.34106640,1.10000000
6,2180,50,-0.50339810,-0.08598350,1.10000000
6,2180,51,-1.63240020,-0.37400120,1.10000000
6,2180,52,1.48960880,0.94469910,1.10000000
6,2180,53,-3.49009520,-3.72667870,1.10000000
6,2180,54,6.12636520,5.86630690,1.10000000
6,2180,55,-0.18727120,-0.49534190,1.10000000
6,2180,56,-2.94872770,-0.84986990,1.10000000
6,2180,57,-0.95905560,-0.25343180,1.10000000
6,2180,58,0.57602770,1.77076690,1.10000000
6,2180,59,1.15265140,-0.60707120,1.10000000
6,2180,60,2.16245300,-0.64891990,1.10000000
6,2180,61,2.46624090,-2.92452930,1.10000000
6,2180,62,5.67863020,0.45276570,1.10000000
6,2180,63,-1.76212720,-4.65529690,1.10000000
6,2180,64,0.53815840,0.12359970,1.10000000
6,2180,65,1.42719720,-0.09321830,1.10000000
7,2180,0,5.28467230,-2.65568380,1.10000000
7,2180,1,1.36331630,0.24195280,1.10000000
7,2180,2,5.52473280,-8.94012880,1.10000000
7,2180,3,347.19010580,127.21783540,1.10000000
7,2180,4,-3.01301390,-0.32924240,1.10000000
7,2180,5,-1.37832440,-0.68236720,1.10000000
7,2180,6,4.83546560,2.64914890,1.10000000
7,2180,7,1.89569550,-1.84810770,1.10000000
7,2180,8,2.98930990,-9.27294440,1.10000000
7,2180,9,-4.11751790,17.81348580,1.10000000
7,2180,10,-622.04059290,-223.39996190,1.10000000
7,2180,11,38.58096560,10.48320200,1.10000000
7,2180,12,1.73365470,-1.39472760,1.10000000
7,2180,13,11.39377570,-3.41169310,1.10000000
7,2180,14,-3.70795520,6.49387350,1.10000000
7,2180,15,-3.90319560,1.32610210,1.10000000
7,2180,16,1.21604450,1.27279910,1.10000000
7,2180,17,-0.33681460,0.50734420,1.10000000
7,2180,18,-1.05180940,-0.39799780,1.10000000
7,2180,19,3.39456530,12.28890180,1.10000000
7,2180,20,-1.31074450,1.02303610,1.10000000
7,2180,21,-131.41753550,-51.91399370,1.10000000
7,2180,22,-21.59312610,-10.60023400,1.10000000
7,2180,23,-44.06436340,-16.30089440,1.10000000
7,2180,24,3.75048990,-2.14289460,1.10000000
7,2180,25,-3.77700920,3.09849000,1.10000000
7,2180,26,1.10813950,-5.51701700,1.10000000
7,2180,27,-3.02769450,-0.40004490,1.10000000
7,2180,28,-2.55532370,0.16179270,1.10000000
7,2180,29,0.83929930,-2.47995470,1.10000000
7,2180,30,-0.55236480,-2.58400580,1.10000000
7,2180,31,0.38258560,2.15973360,1.10000000
7,2180,32,-1.26588250,-3.98598220,1.10000000
7,2180,33,-2.75726140,0.56197180,1.10000000
7,2180,34,2.95224170,1.17176590,1.10000000
7,2180,35,2.34495310,-8.77840390,1.10000000
7,2180,36,9.29150910,2.68490680,1.10000000
7,2180,37,-7.61204860,-2.65257280,1.10000000
7,2180,38,5.92456060,5.81621490,1.10000000
7,2180,39,-5.44307820,-2.27169950,1.10000000
7,2180,40,-3.74082030,3.57838740,1.10000000
7,2180,41,-3.27606940,-4.50403730,1.10000000
7,2180,42,-5.08323020,1.46473520,1.10000000
7,2180,43,4.13303120,1.25016530,1.10000000
7,2180,44,-3.00139300,2.59319800,1.10000000
7,2180,45,1.17925690,0.51157240,1.10000000
7,2180,46,0.66912550,-0.44044050,1.10000000
7,2180,47,1.12653050,1.40414740,1.10000000
7,2180,48,0.05219030,1.06923560,1.10000000
7,2180,49,-1.04416480,-2.63652810,1.10000000
7,2180,50,1.11011830,0.36005310,1.10000000
7,2180,51,-0.01227890,-0.00734550,1.10000000
7,2180,52,-2.51692240,-2.07783500,1.10000000
7,2180,53,0.12579570,-1.79250590,1.10000000
7,2180,54,0.32140760,1.34768110,1.10000000
7,2180,55,-1.19207270,2.29166020,1.10000000
7,2180,56,-1.00513060,0.96643740,1.10000000
7,2180,57,1.08493870,-1.14545070,1.10000000
7,2180,58,-0.48175480,-2.55080960,1.10000000
7,2180,59,1.60196610,1.18803050,1.10000000
7,2180,60,1.93621420,-0.38571890,1.10000000
7,2180,61,1.41309940,5.03620740,1.10000000
7,2180,62,6.56669830,-0.39348070,1.10000000
7,2180,63,-2.90125210,0.66784700,1.10000000
7,2180,64,1.47380090,-1.60015180,1.10000000
7,2180,65,1.84316640,1.59124980,1.10000000
8,2180,0,246.38850570,-0.19660010,1.10000000
8,2180,1,-0.88454990,-33.30343140,1.10000000
8,2180,2,5.64117740,25.65010740,1.10000000
8,2180,3,-422.53646380,-182.20850850,1.10000000
8,2180,4,-124.62814050,-4.58447850,1.10000000
8,2180,5,7.67441820,0.41293890,1.10000000
8,2180,6,-3.50690850,0.13652200,1.10000000
8,2180,7,-2.52145010,34.19929020,1.10000000
8,2180,8,8.66068280,29.00902750,1.10000000
8,2180,9,-16.65153220,-56.57610770,1.10000000
8,2180,10,757.03986350,331.18235800,1.10000000
8,2180,11,-25.86645010,-11.03433230,1.10000000
8,2180,12,-184.51055810,11.82735480,1.10000000
8,2180,13,-1.36569050,-0.36308010,1.10000000
8,2180,14,-46.47252980,-0.84513800,1.10000000
8,2180,15,0.46492820,4.48765310,1.10000000
8,2180,16,3.96841290,-4.72409240,1.10000000
8,2180,17,7.58721870,6.80147070,1.10000000
8,2180,18,6.93695010,18.89661960,1.10000000
8,2180,19,-7.79418630,-30.54147300,1.10000000
8,2180,20,-0.99861550,5.00305830,1.10000000
8,2180,21,179.15496820,84.63111280,1.10000000
8,2180,22,19.86816410,9.15921390,1.10000000
8,2180,23,55.42669070,24.78992530,1.10000000
8,2180,24,91.57738970,-0.49178080,1.10000000
8,2180,25,-6.71933530,1.42281320,1.10000000
8,2180,26,70.76441250,-3.24700950,1.10000000
8,2180,27,-4.97214190,1.32525990,1.10000000
8,2180,28,0.74337870,-1.90096360,1.10000000
8,2180,29,-1.33199160,-4.97953280,1.10000000
8,2180,30,-0.94031660,2.51041190,1.10000000
8,2180,31,-4.84681890,-13.94555230,1.10000000
8,2180,32,-1.73695260,-6.07201360,1.10000000
8,2180,33,-2.03882890,-13.17193790,1.10000000
8,2180,34,1.48417070,-2.22219420,1.10000000
8,2180,35,6.73502880,30.30051350,1.10000000
8,2180,36,-11.22899240,-5.94012660,1.10000000
8,2180,37,12.73136290,3.61595600,1.10000000
8,2180,38,-10.49312460,-5.05673800,1.10000000
8,2180,39,8.28518070,4.01639190,1.10000000
8,2180,40,-18.41123750,-10.26384520,1.10000000
8,2180,41,3.11308670,-2.16787190,1.10000000
8,2180,42,-26.19688510,5.60257560,1.10000000
8,2180,43,-0.65054760,-2.64257820,1.10000000
8,2180,44,-29.65632940,-0.45901290,1.10000000
8,2180,45,-0.45969890,3.97050650,1.10000000
8,2180,46,0.16340080,3.42854940,1.10000000
8,2180,47,1.50719060,1.49998210,1.10000000
8,2180,48,-0.30875130,0.12180110,1.10000000
8,2180,49,0.54962290,4.27508990,1.10000000
8,2180,50,0.65381120,12.22020390,1.10000000
8,2180,51,-0.41266830,2.94864990,1.10000000
8,2180,52,0.02305350,0.87997160,1.10000000
8,2180,53,1.72083850,6.34812310,1.10000000
8,2180,54,-3.83843100,-11.53329330,1.10000000
8,2180,55,0.25865680,0.42122490,1.10000000
8,2180,56,-3.15141270,-0.10877800,1.10000000
8,2180,57,-1.79902070,0.82664750,1.10000000
8,2180,58,2.97475410,0.22245120,1.10000000
8,2180,59,-2.27158560,-0.81649950,1.10000000
8,2180,60,38.46894840,9.84519150,1.10000000
8,2180,61,3.68425640,0.89241710,1.10000000
8,2180,62,1.70414400,-2.67572030,1.10000000
8,2180,63,4.78208180,2.75074150,1.10000000
8,2180,64,63.13179030,-1.16337210,1.10000000
8,2180,65,0.15211940,0.30990560,1.10000000
5,2308,0,189.75649330,-0.20136480,1.14000000
5,2308,1,0.56980350,52.95932460,1.14000000
5,2308,2,-13.01923670,-25.34803830,1.14000000
5,2308,3,406.66664560,9.48652190,1.14000000
5,2308,4,-78.21473610,-2.68343150,1.14000000
5,2308,5,11.48042210,-0.21061890,1.14000000
5,2308,6,1.38988560,7.72817840,1.14000000
5,2308,7,-1.35159200,-40.51768120,1.14000000
5,2308,8,-13.70889870,30.17217540,1.14000000
